Character	Pinyin	Tone	Meaning	Story
涕	Ti	4	snot	snot commands "Ti!" yells!
梯	Ti	1	ladder	ladder sings "Ti!" cheerfully!
朽	Xiu	3	decayed	decayed bends down drooping saying "Xiu"!
聘	Pin	4	employ	employ commands "Pin!" yells!
犧	Xi	1	sacrifice	sacrifice sings "Xi!" cheerfully!
姊	Zi	3	elder sister	elder sister bends down drooping saying "Zi"!
躺	Tang	3	lie down	lie down bends down drooping saying "Tang"!
躲	Duo	3	dodge	dodge bends down drooping saying "Duo"!
躬	Gong	1	stoop	stoop sings "Gong!" cheerfully!
嗜	Shi	4	hanker	hanker commands "Shi!" yells!
拷	Kao	3	flog	flog bends down drooping saying "Kao"!
暑	Shu	3	summer heat	summer heat bends down drooping saying "Shu"!
睹	Du	3	behold	behold bends down drooping saying "Du"!
賭	Du	3	gamble	gamble bends down drooping saying "Du"!
奢	She	1	extravagant	extravagant sings "She!" cheerfully!
堵	Du	3	stop up	stop up bends down drooping saying "Du"!
煮	Zhu	3	boil	boil bends down drooping saying "Zhu"!
諸	Zhu	1	various	various sings "Zhu!" cheerfully!
儲	Chu	3	put in storage	put in storage bends down drooping saying "Chu"!
屠	Tu	2	slaughter	slaughter questions "Tu? Why?" curiously!
署	Shu	3	add your John Hancock	add your John Hancock bends down drooping saying "Shu"!
薯	Shu	3	yam	yam bends down drooping saying "Shu"!
歸	Gui	1	come back	come back sings "Gui!" cheerfully!
篩	Shai	1	sift	sift sings "Shai!" cheerfully!
棺	Guan	1	coffin	coffin sings "Guan!" cheerfully!
爹	Die	1	dad	dad sings "Die!" cheerfully!
斧	Fu	3	axe	axe bends down drooping saying "Fu"!
咬	Yao	3	bite	bite bends down drooping saying "Yao"!
狡	Jiao	3	sly	sly bends down drooping saying "Jiao"!
趴	Pa	1	prostrate oneself	prostrate oneself sings "Pa!" cheerfully!
踏	Ta	4	trample	trample commands "Ta!" yells!
蹄	Ti	2	hoof	hoof questions "Ti? Why?" curiously!
捉	Zhuo	1	catch	catch sings "Zhuo!" cheerfully!
踩	Cai	3	step on	step on bends down drooping saying "Cai"!
蹦	Beng	4	hop	hop commands "Beng!" yells!
跌	Die	1	slump	slump sings "Die!" cheerfully!
促	Cu	4	urge	urge commands "Cu!" yells!
踢	Ti	1	kick	kick sings "Ti!" cheerfully!
躁	Zao	4	impetuous	impetuous commands "Zao!" yells!
噪	Zao	4	chirping	chirping commands "Zao!" yells!
澡	Zao	3	bath	bath bends down drooping saying "Zao"!
藻	Zao	3	algae	algae bends down drooping saying "Zao"!
操	Cao	1	exercise	exercise sings "Cao!" cheerfully!
燥	Zao	4	parched	parched commands "Zao!" yells!
躍	Yue	4	leap	leap commands "Yue!" yells!
戳	Chuo	1	jab	jab sings "Chuo!" cheerfully!
耀	Yao	4	show off	show off commands "Yao!" yells!
猾	Hua	2	cunning	cunning questions "Hua? Why?" curiously!
髓	Sui	3	marrow	marrow bends down drooping saying "Sui"!
髒	Zang	1	dirty	dirty sings "Zang!" cheerfully!
渦	Wo	1	whirlpool	whirlpool sings "Wo!" cheerfully!
鍋	Guo	1	pot	pot sings "Guo!" cheerfully!
蝸	Wo	1	snail	snail sings "Wo!" cheerfully!
禍	Huo	4	misfortune	misfortune commands "Huo!" yells!
陌	Mo	4	footpath	footpath commands "Mo!" yells!
隙	Xi	4	rift	rift commands "Xi!" yells!
陡	Dou	3	steep	steep bends down drooping saying "Dou"!
障	Zhang	4	barrier	barrier commands "Zhang!" yells!
陪	Pei	2	accompany	accompany questions "Pei? Why?" curiously!
隧	Sui	4	tunnel	tunnel commands "Sui!" yells!
墜	Zhui	4	plunge	plunge commands "Zhui!" yells!
陋	Lou	4	undesirable	undesirable commands "Lou!" yells!
挖	Wa	1	dig	dig sings "Wa!" cheerfully!
窯	Yao	2	kiln	kiln questions "Yao? Why?" curiously!
窺	Kui	1	peep	peep sings "Kui!" cheerfully!
窟	Ku	1	den	den sings "Ku!" cheerfully!
窄	Zhai	3	strait	strait bends down drooping saying "Zhai"!
榨	Zha	4	extract	extract commands "Zha!" yells!
窘	Jiong	3	poverty-stricken	poverty-stricken bends down drooping saying "Jiong"!
窮	Qiong	3	poor	poor bends down drooping saying "Qiong"!
窩	Wo	1	hollow	hollow sings "Wo!" cheerfully!
腔	Qiang	1	body cavity	body cavity sings "Qiang!" cheerfully!
累	Lei	4	tired	tired commands "Lei!" yells!
螺	Luo	2	spiral shell	spiral shell questions "Luo? Why?" curiously!
紗	Sha	1	yarn	yarn sings "Sha!" cheerfully!
綽	Chuo	4	ample	ample commands "Chuo!" yells!
紹	Shao	4	acquaint	acquaint commands "Shao!" yells!
絮	Xu	4	long-winded	long-winded commands "Xu!" yells!
繞	Rao	4	go around	go around commands "Rao!" yells!
紮	Za	1	bind	bind sings "Za!" cheerfully!
綿	Mian	2	continuous	continuous questions "Mian? Why?" curiously!
繪	Hui	4	paint	paint commands "Hui!" yells!
絡	Luo	4	web	web commands "Luo!" yells!
綢	Chou	2	silk fabric	silk fabric questions "Chou? Why?" curiously!
絨	Rong	2	down	down questions "Rong? Why?" curiously!
締	Di	4	conclude	conclude commands "Di!" yells!
紫	Zi	3	purple	purple bends down drooping saying "Zi"!
繁	Fan	2	numerous	numerous questions "Fan? Why?" curiously!
紡	Fang	3	spin	spin bends down drooping saying "Fang"!
繭	Jian	3	cocoon	cocoon bends down drooping saying "Jian"!
纏	Chan	2	wind around	wind around questions "Chan? Why?" curiously!
緻	Zhi	4	delicate	delicate commands "Zhi!" yells!
繫	Ji	4	fasten	fasten commands "Ji!" yells!
納	Na	4	let in	let in commands "Na!" yells!
紛	Fen	1	disorderly	disorderly sings "Fen!" cheerfully!
縮	Suo	1	shrink	shrink sings "Suo!" cheerfully!
綜	Zong	1	sum up	sum up sings "Zong!" cheerfully!
紳	Shen	1	gentry	gentry sings "Shen!" cheerfully!
緣	Yuan	2	reason	reason questions "Yuan? Why?" curiously!
緒	Xu	4	inception	inception commands "Xu!" yells!
絞	Jiao	3	wring	wring bends down drooping saying "Jiao"!
緩	Huan	3	unhurried	unhurried bends down drooping saying "Huan"!
暖	Nuan	3	warm	warm bends down drooping saying "Nuan"!
援	Yuan	2	provide assistance	provide assistance questions "Yuan? Why?" curiously!
索	Suo	3	large rope	large rope bends down drooping saying "Suo"!
勃	Bo	2	vibrant	vibrant questions "Bo? Why?" curiously!
脖	Bo	2	head-hinge	head-hinge questions "Bo? Why?" curiously!
繳	Jiao	3	shell out	shell out bends down drooping saying "Jiao"!
邀	Yao	1	request the presence of	request the presence of sings "Yao!" cheerfully!
繡	Xiu	4	embroidery	embroidery commands "Xiu!" yells!
蘿	Luo	2	edible root	edible root questions "Luo? Why?" curiously!
鑼	Luo	2	gong	gong questions "Luo? Why?" curiously!
邏	Luo	2	make the rounds	make the rounds questions "Luo? Why?" curiously!
籮	Luo	2	bamboo basket	bamboo basket questions "Luo? Why?" curiously!
蠻	Man	2	barbaric	barbaric questions "Man? Why?" curiously!
頸	Jing	3	neck	neck bends down drooping saying "Jing"!
莖	Jing	1	plant stem	plant stem sings "Jing!" cheerfully!
勁	Jing	4	powerful	powerful commands "Jing!" yells!
徑	Jing	4	trail	trail commands "Jing!" yells!
溪	Xi	1	creek	creek sings "Xi!" cheerfully!
幼	You	4	young	young commands "You!" yells!
幽	You	1	secluded	secluded sings "You!" cheerfully!
濕	Shi	1	wet	wet sings "Shi!" cheerfully!
玄	Xuan	2	mysterious	mysterious questions "Xuan? Why?" curiously!
畜	Chu	4	livestock	livestock commands "Chu!" yells!
蓄	Xu	4	save up	save up commands "Xu!" yells!
牽	Qian	1	lead along	lead along sings "Qian!" cheerfully!
弦	Xian	2	bowstring	bowstring questions "Xian? Why?" curiously!
磁	Ci	2	magnetism	magnetism questions "Ci? Why?" curiously!
滋	Zi	1	nourish	nourish sings "Zi!" cheerfully!
慈	Ci	2	kindhearted	kindhearted questions "Ci? Why?" curiously!
譏	Ji	1	deride	deride sings "Ji!" cheerfully!
爍	Shuo	4	luminous	luminous commands "Shuo!" yells!
遜	Xun	4	modest	modest commands "Xun!" yells!
卸	Xie	4	unload	unload commands "Xie!" yells!
御	Yu	4	imperial	imperial commands "Yu!" yells!
禦	Yu	4	withstand	withstand commands "Yu!" yells!
卵	Luan	3	nest eggs	nest eggs bends down drooping saying "Luan"!
孵	Fu	1	hatch	hatch sings "Fu!" cheerfully!
乳	Ru	3	breast	breast bends down drooping saying "Ru"!
浮	Fu	2	float	float questions "Fu? Why?" curiously!
俘	Fu	2	captive	captive questions "Fu? Why?" curiously!
卿	Qing	1	minister	minister sings "Qing!" cheerfully!
貿	Mao	4	trade	trade commands "Mao!" yells!
榴	Liu	2	pomegranate	pomegranate questions "Liu? Why?" curiously!
疑	Yi	2	doubt	doubt questions "Yi? Why?" curiously!
礙	Ài	5	obstruct	obstruct says "Ài" neutrally!
凝	Ning	2	congeal	congeal questions "Ning? Why?" curiously!
擬	Ni	3	simulate	simulate bends down drooping saying "Ni"!
玲	Ling	2	exquisite	exquisite questions "Ling? Why?" curiously!
鈴	Ling	2	small bell	small bell questions "Ling? Why?" curiously!
伶	Ling	2	actor	actor questions "Ling? Why?" curiously!
嶺	Ling	3	mountain range	mountain range bends down drooping saying "Ling"!
桶	Tong	3	bucket	bucket bends down drooping saying "Tong"!
誦	Song	4	read aloud	read aloud commands "Song!" yells!
湧	Yong	3	gush	gush bends down drooping saying "Yong"!
踴	Yong	3	eagerly	eagerly bends down drooping saying "Yong"!
卷	Juan	4	exam paper	exam paper commands "Juan!" yells!
圈	Quan	1	circle	circle sings "Quan!" cheerfully!
捲	Juan	3	roll up	roll up bends down drooping saying "Juan"!
倦	Juan	4	worn out	worn out commands "Juan!" yells!
範	Fan	4	model	model commands "Fan!" yells!
怨	Yuan	4	resentment	resentment commands "Yuan!" yells!
宛	Wan	3	winding	winding bends down drooping saying "Wan"!
腕	Wan	4	wrist	wrist commands "Wan!" yells!
婉	Wan	3	tactful	tactful bends down drooping saying "Wan"!
碗	Wan	3	bowl	bowl bends down drooping saying "Wan"!
詭	Gui	3	deceitful	deceitful bends down drooping saying "Gui"!
跪	Gui	4	kneel	kneel commands "Gui!" yells!
輿	Yu	2	popular	popular questions "Yu? Why?" curiously!
酬	Chou	2	reward	reward questions "Chou? Why?" curiously!
酌	Zhuo	2	pour wine	pour wine questions "Zhuo? Why?" curiously!
酷	Ku	4	brutal	brutal commands "Ku!" yells!
醇	Chun	2	mellow wine	mellow wine questions "Chun? Why?" curiously!
醋	Cu	4	vinegar	vinegar commands "Cu!" yells!
醉	Zui	4	drunk	drunk commands "Zui!" yells!
粹	Cui	4	unmixed	unmixed commands "Cui!" yells!
翠	Cui	4	emerald green	emerald green commands "Cui!" yells!
碎	Sui	4	shattered	shattered commands "Sui!" yells!
酸	Suan	1	sour	sour sings "Suan!" cheerfully!
梭	Suo	1	shuttle	shuttle sings "Suo!" cheerfully!
峻	Jun	4	lofty	lofty commands "Jun!" yells!
俊	Jun	4	pretty	pretty commands "Jun!" yells!
釁	Xin	4	quarrel	quarrel commands "Xin!" yells!
醬	Jiang	4	thick sauce	thick sauce commands "Jiang!" yells!
猶	You	2	just like	just like questions "You? Why?" curiously!
奠	Dian	4	found	found commands "Dian!" yells!
蹲	Dun	1	squat	squat sings "Dun!" cheerfully!
逗	Dou	4	tease	tease commands "Dou!" yells!
豈	Qi	3	(rhetorical question)	(rhetorical question) bends down drooping saying "Qi"!
凱	Kai	3	triumphant	triumphant bends down drooping saying "Kai"!
豎	Shu	4	perpendicular	perpendicular commands "Shu!" yells!
嘉	Jia	1	commend	commend sings "Jia!" cheerfully!
嘻	Xi	1	giggling	giggling sings "Xi!" cheerfully!
盟	Meng	2	alliance	alliance questions "Meng? Why?" curiously!
孟	Meng	4	Mencius	Mencius commands "Meng!" yells!
猛	Meng	3	fierce	fierce bends down drooping saying "Meng"!
盛	Sheng	4	flourishing	flourishing commands "Sheng!" yells!
盞	Zhan	3	small cup	small cup bends down drooping saying "Zhan"!
盒	He	2	small box	small box questions "He? Why?" curiously!
盜	Dao	4	master thief	master thief commands "Dao!" yells!
盪	Dang	4	swing	swing commands "Dang!" yells!
寧	Ning	2	calm	calm questions "Ning? Why?" curiously!
盈	Ying	2	replete	replete questions "Ying? Why?" curiously!
盆	Pen	2	basin	basin questions "Pen? Why?" curiously!
盃	Bei	1	trophy	trophy sings "Bei!" cheerfully!
蘊	Yun	4	amass	amass commands "Yun!" yells!
濫	Lan	4	indiscriminate	indiscriminate commands "Lan!" yells!
鑑	Jian	4	probe	probe commands "Jian!" yells!
尷	Gan	1	abashed	abashed sings "Gan!" cheerfully!
尬	Ga	4	embarrassed	embarrassed commands "Ga!" yells!
拋	Pao	1	toss	toss sings "Pao!" cheerfully!
耽	Dan	1	indulge in	indulge in sings "Dan!" cheerfully!
枕	Zhen	3	pillow	pillow bends down drooping saying "Zhen"!
覽	Lan	3	view	view bends down drooping saying "Lan"!
攬	Lan	3	take on	take on bends down drooping saying "Lan"!
纜	Lan	3	cable	cable bends down drooping saying "Lan"!
狠	Hen	3	ruthless	ruthless bends down drooping saying "Hen"!
恨	Hen	4	hate	hate commands "Hen!" yells!
爵	Jue	2	upper crust	upper crust questions "Jue? Why?" curiously!
嚼	Jiao	2	chew	chew questions "Jiao? Why?" curiously!
懇	Ken	3	wholeheartedly	wholeheartedly bends down drooping saying "Ken"!
墾	Ken	3	reclaim	reclaim bends down drooping saying "Ken"!
豹	Bao	4	leopard	leopard commands "Bao!" yells!
貓	Mao	1	cat	cat sings "Mao!" cheerfully!
貌	Mao	4	mien	mien commands "Mao!" yells!
朗	Lang	3	lucent	lucent bends down drooping saying "Lang"!
狼	Lang	2	wolf	wolf questions "Lang? Why?" curiously!
飢	Ji	1	starving	starving sings "Ji!" cheerfully!
饒	Rao	2	spare	spare questions "Rao? Why?" curiously!
飾	Shi	4	ornaments	ornaments commands "Shi!" yells!
飲	Yin	3	beverage	beverage bends down drooping saying "Yin"!
蝕	Shi	2	eat away	eat away questions "Shi? Why?" curiously!
飽	Bao	3	sated	sated bends down drooping saying "Bao"!
饅	Man	2	bread	bread questions "Man? Why?" curiously!
餅	Bing	3	cookie	cookie bends down drooping saying "Bing"!
餃	Jiao	3	dumpling	dumpling bends down drooping saying "Jiao"!
餓	È	5	hungry	hungry says "È" neutrally!
潛	Qian	2	submerge	submerge questions "Qian? Why?" curiously!
蠶	Can	2	silkworm	silkworm questions "Can? Why?" curiously!
溉	Gai	4	irrigate	irrigate commands "Gai!" yells!
慨	Kai	3	incensed	incensed bends down drooping saying "Kai"!
萍	Ping	2	duckweed	duckweed questions "Ping? Why?" curiously!
秤	Cheng	4	scale	scale commands "Cheng!" yells!
淆	Yao	2	confuse	confuse questions "Yao? Why?" curiously!
艾	Ài	5	Chinese mugwort	Chinese mugwort says "Ài" neutrally!
哎	Āi	5	Good grief!	Good grief! says "Āi" neutrally!
拔	Ba	2	pull out	pull out questions "Ba? Why?" curiously!
攀	Pan	1	climb	climb sings "Pan!" cheerfully!
屯	Tun	2	stockpile	stockpile questions "Tun? Why?" curiously!
頓	Dun	4	pause	pause commands "Dun!" yells!
噸	Dun (both work)	1	ton	ton sings "Dun (both work)!" cheerfully!
純	Chun	2	unadulterated	unadulterated questions "Chun? Why?" curiously!
屆	Jie	4	fall due	fall due commands "Jie!" yells!
齒	Chi	3	teeth	teeth bends down drooping saying "Chi"!
齣	Chu	1	shows	shows sings "Chu!" cheerfully!
齡	Ling	2	length of service	length of service questions "Ling? Why?" curiously!
洶	Xiong	1	turbulent	turbulent sings "Xiong!" cheerfully!
籬	Li	2	fence	fence questions "Li? Why?" curiously!
辜	Gu	1	crime	crime sings "Gu!" cheerfully!
宰	Zai	3	butcher	butcher bends down drooping saying "Zai"!
辨	Bian	4	differentiate	differentiate commands "Bian!" yells!
辮	Bian	4	braid	braid commands "Bian!" yells!
臂	Bi	4	arm	arm commands "Bi!" yells!
劈	Pi	1	split	split sings "Pi!" cheerfully!
譬	Pi	4	analogy	analogy commands "Pi!" yells!
僻	Pi	4	out-of-the-way	out-of-the-way commands "Pi!" yells!
譯	Yi	4	translate	translate commands "Yi!" yells!
擇	Ze	2	select	select questions "Ze? Why?" curiously!
澤	Ze	2	swamp	swamp questions "Ze? Why?" curiously!
墊	Dian	4	pad	pad commands "Dian!" yells!
摯	Zhi	4	earnest	earnest commands "Zhi!" yells!
糾	Jiu	1	entangle	entangle sings "Jiu!" cheerfully!
凌	Ling	2	bully	bully questions "Ling? Why?" curiously!
菱	Ling	2	water caltrop	water caltrop questions "Ling? Why?" curiously!
陵	Ling	2	mausoleum	mausoleum questions "Ling? Why?" curiously!
咳	Ke	2	cough	cough questions "Ke? Why?" curiously!
剎	Sha	1	brake	brake sings "Sha!" cheerfully!
嚷	Rang	3	cry out	cry out bends down drooping saying "Rang"!
釀	Niang	4	brew	brew commands "Niang!" yells!
塞	Sai	4	stronghold	stronghold commands "Sai!" yells!
寨	Zhai	4	stockade	stockade commands "Zhai!" yells!
憲	Xian	4	constitution	constitution commands "Xian!" yells!
晴	Qing	2	sunny	sunny questions "Qing? Why?" curiously!
猜	Cai	1	guess	guess sings "Cai!" cheerfully!
靖	Jing	4	pacify	pacify commands "Jing!" yells!
債	Zhai	4	debt	debt commands "Zhai!" yells!
蹟	Ji	1	remains	remains sings "Ji!" cheerfully!
牲	Sheng	1	domestic animal	domestic animal sings "Sheng!" cheerfully!
隆	Long	2	impressive	impressive questions "Long? Why?" curiously!
腥	Xing	1	fishy smell	fishy smell sings "Xing!" cheerfully!
猩	Xing	1	orangutan	orangutan sings "Xing!" cheerfully!
醒	Xing	3	awaken	awaken bends down drooping saying "Xing"!
瞎	Xia	1	visionless	visionless sings "Xia!" cheerfully!
轄	Xia	2	administer	administer questions "Xia? Why?" curiously!
契	Qi	4	contract	contract commands "Qi!" yells!
拜	Bai	4	adore	adore commands "Bai!" yells!
潔	Jie	2	spotless	spotless questions "Jie? Why?" curiously!
蜂	Feng	1	bee	bee sings "Feng!" cheerfully!
峰	Feng	1	peak	peak sings "Feng!" cheerfully!
鋒	Feng	1	cutting edge	cutting edge sings "Feng!" cheerfully!
逢	Feng	2	chance upon	chance upon questions "Feng? Why?" curiously!
蓬	Peng	2	disheveled	disheveled questions "Peng? Why?" curiously!
縫	Feng	2	sew	sew questions "Feng? Why?" curiously!
奏	Zou	4	play an instrument	play an instrument commands "Zou!" yells!
湊	Cou	4	gather together	gather together commands "Cou!" yells!
秦	Qin	2	Qin	Qin questions "Qin? Why?" curiously!
蠢	Chun	3	foolish	foolish bends down drooping saying "Chun"!
捧	Peng	3	carry in both hands	carry in both hands bends down drooping saying "Peng"!
嘆	Tan	4	sigh	sigh commands "Tan!" yells!
艱	Jian	1	arduous	arduous sings "Jian!" cheerfully!
灘	Tan	1	beach	beach sings "Tan!" cheerfully!
畢	Bi	4	complete	complete commands "Bi!" yells!
唾	Tuo	4	saliva	saliva commands "Tuo!" yells!
吟	Yin	2	recite	recite questions "Yin? Why?" curiously!
貪	Tan	1	greedy	greedy sings "Tan!" cheerfully!
琴	Qin	2	stringed instrument	stringed instrument questions "Qin? Why?" curiously!
栗	Li	4	chestnut	chestnut commands "Li!" yells!
潭	Tan	2	deep pool	deep pool questions "Tan? Why?" curiously!
遷	Qian	1	resituate	resituate sings "Qian!" cheerfully!
覆	Fu	4	overturn	overturn commands "Fu!" yells!
飄	Piao	1	flutter	flutter sings "Piao!" cheerfully!
闆	Ban	3	boss	boss bends down drooping saying "Ban"!
闊	Kuo	4	broad	broad commands "Kuo!" yells!
閉	Bi	4	close	close commands "Bi!" yells!
潤	Run	4	moisten	moisten commands "Run!" yells!
閣	Ge	2	cabinet	cabinet questions "Ge? Why?" curiously!
擱	Ge	1	put aside	put aside sings "Ge!" cheerfully!
闡	Chan	3	explicate	explicate bends down drooping saying "Chan"!
閱	Yue	4	peruse	peruse commands "Yue!" yells!
悶	Men	1	stuffy	stuffy sings "Men!" cheerfully!
閃	Shan	3	flash	flash bends down drooping saying "Shan"!
閥	Fa	2	valve	valve questions "Fa? Why?" curiously!
閘	Zha	2	floodgate	floodgate questions "Zha? Why?" curiously!
闢	Pi	4	repudiate	repudiate commands "Pi!" yells!
蒼	Cang	1	ash-colored	ash-colored sings "Cang!" cheerfully!
搶	Qiang	3	rob	rob bends down drooping saying "Qiang"!
菲	Fei	3	humble	humble bends down drooping saying "Fei"!
輩	Bei	4	lifetime	lifetime commands "Bei!" yells!
悲	Bei	1	sad	sad sings "Bei!" cheerfully!
徘	Pai	2	irresolute	irresolute questions "Pai? Why?" curiously!
殲	Jian	1	annihilate	annihilate sings "Jian!" cheerfully!
籤	Qian	1	bamboo slip	bamboo slip sings "Qian!" cheerfully!
纖	Xian	1	fiber	fiber sings "Xian!" cheerfully!
喉	Hou	2	gullet	gullet questions "Hou? Why?" curiously!
猴	Hou	2	monkey	monkey questions "Hou? Why?" curiously!
韓	Han	2	Korea	Korea questions "Han? Why?" curiously!
違	Wei	2	disobey	disobey questions "Wei? Why?" curiously!
緯	Wei	3	latitude	latitude bends down drooping saying "Wei"!
竿	Gan	1	pole	pole sings "Gan!" cheerfully!
罕	Han	3	rarely	rarely bends down drooping saying "Han"!
軒	Xuan	1	veranda	veranda sings "Xuan!" cheerfully!
肝	Gan	1	liver	liver sings "Gan!" cheerfully!
刊	Kan	1	publication	publication sings "Kan!" cheerfully!
汗	Han	4	sweat	sweat commands "Han!" yells!
桿	Gan	3	shaft	shaft bends down drooping saying "Gan"!
悍	Han	4	bold	bold commands "Han!" yells!
徐	Xu	2	slowly	slowly questions "Xu? Why?" curiously!
敘	Xu	4	recount	recount commands "Xu!" yells!
塗	Tu	2	smear	smear questions "Tu? Why?" curiously!
斜	Xie	2	slanting	slanting questions "Xie? Why?" curiously!
喇	La	3	flared horn	flared horn bends down drooping saying "La"!
嗽	Sou	4	hack	hack commands "Sou!" yells!
賴	Lai	4	rely on	rely on commands "Lai!" yells!
懶	Lan	3	lazy	lazy bends down drooping saying "Lan"!
嫩	Nen	4	tender	tender commands "Nen!" yells!
煉	Lian	4	refine	refine commands "Lian!" yells!
鍊	Lian	4	chain	chain commands "Lian!" yells!
腫	Zhong	3	swollen	swollen bends down drooping saying "Zhong"!
董	Dong	3	director	director bends down drooping saying "Dong"!
鍾	Zhong	1	draw together	draw together sings "Zhong!" cheerfully!
痰	Tan	2	phlegm	phlegm questions "Tan? Why?" curiously!
症	Zheng	4	disease	disease commands "Zheng!" yells!
疼	Teng	2	hurt	hurt questions "Teng? Why?" curiously!
癒	Yu	4	get well	get well commands "Yu!" yells!
疫	Yi	4	epidemic	epidemic commands "Yi!" yells!
癌	Ái	5	cancer	cancer says "Ái" neutrally!
疲	Pi	2	fatigued	fatigued questions "Pi? Why?" curiously!
疾	Ji	2	rapid	rapid questions "Ji? Why?" curiously!
痴	Chi	1	idiotic	idiotic sings "Chi!" cheerfully!
瘤	Liu	2	tumor	tumor questions "Liu? Why?" curiously!
痕	Hen	2	trace	trace questions "Hen? Why?" curiously!
癢	Yang	3	itch	itch bends down drooping saying "Yang"!
癱	Tan	1	paralysis	paralysis sings "Tan!" cheerfully!
瘡	Chuang	1	sore	sore sings "Chuang!" cheerfully!
穩	Wen	3	stable	stable bends down drooping saying "Wen"!
隱	Yin	3	hidden	hidden bends down drooping saying "Yin"!
癮	Yin	3	addiction	addiction bends down drooping saying "Yin"!
巨	Ju	4	gigantic	gigantic commands "Ju!" yells!
渠	Qu	2	canal	canal questions "Qu? Why?" curiously!
拒	Ju	4	refuse	refuse commands "Ju!" yells!
矩	Ju	3	square	square bends down drooping saying "Ju"!
距	Ju	4	distance	distance commands "Ju!" yells!
框	Kuang	4	rectangular frame	rectangular frame commands "Kuang!" yells!
筐	Kuang	1	rectangular basket	rectangular basket sings "Kuang!" cheerfully!
砸	Za	2	smash	smash questions "Za? Why?" curiously!
匯	Hui	4	converge	converge commands "Hui!" yells!
匠	Jiang	4	artisan	artisan commands "Jiang!" yells!
匪	Fei	3	bandit	bandit bends down drooping saying "Fei"!
匿	Ni	4	keep out of sight	keep out of sight commands "Ni!" yells!
兜	Dou	1	pocket	pocket sings "Dou!" cheerfully!
嘔	Ǒu	5	vomit	vomit says "Ǒu" neutrally!
毆	Ōu	5	hit	hit says "Ōu" neutrally!
軀	Qu	1	human body	human body sings "Qu!" cheerfully!
昂	Áng	5	hold one's head high	hold one's head high says "Áng" neutrally!
抑	Yi	4	curb	curb commands "Yi!" yells!
葵	Kui	2	large-flowered plants	large-flowered plants questions "Kui? Why?" curiously!
僚	Liao	2	coworker	coworker questions "Liao? Why?" curiously!
遼	Liao	2	far away	far away questions "Liao? Why?" curiously!
瞭	Liao3	5	comprehend	comprehend says "Liao3" neutrally!
療	Liao	2	cure	cure questions "Liao? Why?" curiously!
瞪	Deng	4	glare	glare commands "Deng!" yells!
凳	Deng	4	bench	bench commands "Deng!" yells!
澄	Cheng	2	transparent	transparent questions "Cheng? Why?" curiously!
潑	Po	1	splash	splash sings "Po!" cheerfully!
撥	Bo	1	allocate	allocate sings "Bo!" cheerfully!
杉	Chan	1	fir tree	fir tree sings "Chan!" cheerfully!
彬	Bin	1	well-mannered	well-mannered sings "Bin!" cheerfully!
衫	Shan	1	shirt	shirt sings "Shan!" cheerfully!
彰	Zhang	1	manifest	manifest sings "Zhang!" cheerfully!
膨	Peng	2	puffy	puffy questions "Peng? Why?" curiously!
趁	Chen	4	take advantage of	take advantage of commands "Chen!" yells!
診	Zhen	3	diagnose	diagnose bends down drooping saying "Zhen"!
滲	Shen	4	seep	seep commands "Shen!" yells!
膠	Jiao	1	gum	gum sings "Jiao!" cheerfully!
謬	Miu	4	wrong	wrong commands "Miu!" yells!
寥	Liao	2	deserted	deserted questions "Liao? Why?" curiously!
斑	Ban	1	speck	speck sings "Ban!" cheerfully!
紋	Wen	2	design	design questions "Wen? Why?" curiously!
鏟	Chan	3	small shovel	small shovel bends down drooping saying "Chan"!
薩	Sa	4	Samoa	Samoa commands "Sa!" yells!
脊	Ji	3	backbone	backbone bends down drooping saying "Ji"!
函	Han	2	letter	letter questions "Han? Why?" curiously!
涵	Han	2	culvert	culvert questions "Han? Why?" curiously!
映	Ying	4	reflect	reflect commands "Ying!" yells!
殃	Yang	1	calamity	calamity sings "Yang!" cheerfully!
肥	Fei	2	plump	plump questions "Fei? Why?" curiously!
爬	Pa	2	crawl	crawl questions "Pa? Why?" curiously!
疤	Ba	1	scar	scar sings "Ba!" cheerfully!
艷	Yan	4	gorgeous	gorgeous commands "Yan!" yells!
甜	Tian	2	sugary	sugary questions "Tian? Why?" curiously!
鉗	Qian	2	pliers	pliers questions "Qian? Why?" curiously!
媒	Mei	2	matchmaker	matchmaker questions "Mei? Why?" curiously!
煤	Mei	2	coal	coal questions "Mei? Why?" curiously!
謀	Mou	2	scheme	scheme questions "Mou? Why?" curiously!
棋	Qi	2	chess	chess questions "Qi? Why?" curiously!
欺	Qi	1	dupe	dupe sings "Qi!" cheerfully!
旗	Qi	2	flag	flag questions "Qi? Why?" curiously!
嘶	Si	1	hoarse	hoarse sings "Si!" cheerfully!
撕	Si	1	rip	rip sings "Si!" cheerfully!
堪	Kan	1	tolerate	tolerate sings "Kan!" cheerfully!
勘	Kan	1	survey	survey sings "Kan!" cheerfully!
遣	Qian	3	dispatch	dispatch bends down drooping saying "Qian"!
譴	Qian	3	censure	censure bends down drooping saying "Qian"!
囊	Nang	2	sack	sack questions "Nang? Why?" curiously!
潰	Kui	4	burst	burst commands "Kui!" yells!
櫃	Gui	4	cupboard	cupboard commands "Gui!" yells!
宜	Yi	5	fitting	fitting says "Yi" neutrally!
誼	Yi	4	friendship	friendship commands "Yi!" yells!
